LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,LOC_TOTAL,bug
0,1,0,0,1,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,3,5,3,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,6.86,3.5,84.0,0.01,8,0.29,4.67,1,7,1,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,12.18,3.0,109.62,0.01,11,0.33,6.09,4,7,4,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
3,1,0,0,1,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,3,7,3,3,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,2,7,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,4.75,1.0,4.75,0.0,3,1.0,0.26,1,2,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,4,5,3,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,3,5,2,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
4,3,0,0,2,2,1,13.67,6.0,492.27,0.03,21,0.17,27.35,6,15,5,4,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
3,3,0,0,2,2,1,9.6,2.5,60.0,0.01,8,0.4,3.33,3,5,3,3,0
3,3,0,0,2,2,1,9.6,2.5,60.0,0.01,8,0.4,3.33,3,5,3,3,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
1,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,1,0
1,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,1,0
2,1,0,0,1,1,1,7.35,8.0,470.48,0.02,17,0.13,26.14,6,11,3,2,0
2,1,0,0,1,1,1,7.81,9.0,632.78,0.02,19,0.11,35.15,8,11,4,2,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0,2,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
2,1,0,0,1,1,1,7.35,8.0,470.48,0.02,17,0.13,26.14,6,11,3,2,0
2,1,0,0,1,1,1,7.81,9.0,632.78,0.02,19,0.11,35.15,8,11,4,2,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
3,3,0,0,2,2,1,8.1,3.33,90.0,0.01,9,0.3,5.0,4,5,3,3,0
3,3,0,0,2,2,1,8.1,3.33,90.0,0.01,9,0.3,5.0,4,5,3,3,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0,2,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
35,7,0,3,1,1,1,47.96,20.64,20429.39,0.33,190,0.05,1134.97,86,104,25,35,0
35,7,0,3,1,1,1,47.96,20.64,20429.39,0.33,190,0.05,1134.97,86,104,25,35,0
4,1,0,0,1,1,1,21.67,1.8,70.2,0.01,13,0.56,3.9,6,7,5,4,0
4,1,0,0,1,1,1,21.67,1.8,70.2,0.01,13,0.56,3.9,6,7,5,4,0
2,1,0,0,1,1,1,7.35,8.0,470.48,0.02,17,0.13,26.14,6,11,3,2,0
2,1,0,0,1,1,1,7.81,9.0,632.78,0.02,19,0.11,35.15,8,11,4,2,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
15,3,0,3,2,2,1,61.81,7.65,3614.76,0.16,106,0.13,200.82,52,54,17,15,0
15,3,0,3,2,2,1,61.81,7.65,3614.76,0.16,106,0.13,200.82,52,54,17,15,0
9,1,0,3,1,1,1,57.63,3.12,562.77,0.06,41,0.32,31.26,20,21,16,9,0
9,1,0,3,1,1,1,57.63,3.12,562.77,0.06,41,0.32,31.26,20,21,16,9,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
2,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
2,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0,2,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
